ATL,150,{'a': 6.688951048951049, 'b': 5.942013888888889, 'c': 6.1180575539568345, 'd': 6.125894039735099},6.218729132882968,0,577,0.0,2023-08-04 18:33:57.415836 
ATL,200,{'a': 6.396377551020408, 'b': 7.134893617021277, 'c': 6.70960396039604, 'd': 6.2128229665071775},6.613424523736225,0,795,0.0,2023-08-04 18:33:57.443449 
ATL,250,{'a': 6.745296610169492, 'b': 6.1727649769585256, 'c': 5.67063063063063, 'd': 6.225060728744939},6.203438236625897,0,922,0.0,2023-08-04 18:33:57.472172 
ATL,300,{'a': 6.11283276450512, 'b': 6.7981639344262295, 'c': 6.668430656934307, 'd': 6.404589041095891},6.496004099240387,0,1164,0.0,2023-08-04 18:33:57.501661 
ATL,350,{'a': 6.6015669515669515, 'b': 6.8586647727272725, 'c': 6.416545454545455, 'd': 6.305474006116208},6.545562796238972,0,1360,0.0,2023-08-04 18:33:57.535861 
ATL,150,{'a': 6.035646258503402, 'b': 5.952042253521126, 'c': 6.215496688741722, 'd': 6.259795918367347},6.1157452797833995,0,587,0.0,2023-08-08 16:28:50.744640 
ATL,200,{'a': 7.6054891304347825, 'b': 6.660135135135135, 'c': 6.994377880184332, 'd': 6.426805555555555},6.921701925327451,0,839,0.0,2023-08-08 16:30:05.098078 
ATL,150,{'a': 6.1967532467532465, 'b': 5.761148325358851, 'c': 6.266806722689076, 'd': 5.868},6.023177073700293,0,609,0.0,2023-08-09 11:42:58.716555 
ATL,150,{'a': 6.125384615384616, 'b': 5.592878048780488, 'c': 6.255948275862069, 'd': 5.7444444444444445},5.929663846117904,0,609,0.0,2023-08-09 11:43:01.506391 
ATL,200,{'a': 5.7825663716814155, 'b': 6.086450216450216, 'c': 6.120431654676259, 'd': 6.347272727272728},6.084180242520155,0,764,0.0,2023-08-09 11:44:24.055364 
ATL,250,{'a': 5.804925, 'b': 6.880909090909091, 'c': 7.4352763819095475, 'd': 7.7709090909090905},6.973004890931932,0,962,0.0,2023-08-09 11:45:04.024051 
ATL,300,{'a': 5.912977867203219, 'b': 7.702455621301775, 'c': 8.766938775510203, 'd': 9.864867256637169},8.061809880163091,0,1193,0.0,2023-08-09 11:45:35.632319 
ATL,350,{'a': 6.09631679389313, 'b': 8.475581395348836, 'c': 8.674014336917562, 'd': 11.348510638297872},8.64860579111435,0,1331,0.0,2023-08-09 11:46:12.246618 
