TTL,150,{'a': 9.608263888888889, 'b': 9.12830065359477, 'c': 9.834961832061069, 'd': 9.059530201342282},9.407764143971752,0,577,0.0,2023-08-04 13:27:39.748984 
TTL,200,{'a': 10.484761904761905, 'b': 11.160945945945945, 'c': 9.514644549763034, 'd': 10.793316831683168},10.488417308038514,0,845,0.0,2023-08-04 13:27:39.779649 
TTL,250,{'a': 14.268622047244094, 'b': 15.304224137931035, 'c': 13.115, 'd': 15.183076923076923},14.467730777063013,0,967,0.0,2023-08-04 13:27:39.807878 
TTL,300,{'a': 26.541818181818183, 'b': 24.79450171821306, 'c': 25.787781350482316, 'd': 25.067543859649124},25.54791127754067,0,1173,0.0,2023-08-04 13:27:39.839021 
TTL,350,{'a': 65.57516516516516, 'b': 76.20610644257702, 'c': 79.63008670520232, 'd': 74.04285294117648},73.86355281353025,0,1376,0.0,2023-08-04 13:27:39.876198 
TTL,150,{'a': 94.18238317757009, 'b': 89.19789808917197, 'c': 85.61815533980582, 'd': 85.39096153846154},88.59734953625235,0,526,0.0,2023-08-09 12:09:18.504479 
TTL,200,{'a': 102.51494915254237, 'b': 95.49196652719665, 'c': 91.56666666666666, 'd': 85.1446511627907},93.67955837729909,0,800,0.0,2023-08-09 12:09:53.360256 
TTL,250,{'a': 177.13277628032344, 'b': 107.16182389937107, 'c': 91.40767772511849, 'd': 85.46376237623763},115.29151007026266,0,1001,0.0,2023-08-09 12:10:38.949055 
TTL,300,{'a': 430.8507486631016, 'b': 114.01732307692308, 'c': 93.38730769230769, 'd': 84.45539823008849},180.67769441560523,0,1046,0.0,2023-08-09 12:11:32.856953 
TTL,350,{'a': 440.65838624338625, 'b': 381.7429866666667, 'c': 107.31214285714286, 'd': 89.16396226415094},254.7193695078367,0,1206,0.0,2023-08-09 12:11:55.225593 
